Date,Close,Volume
2024-06-03,23500.0,1000000
2024-06-04,23312.0,1000100
2024-06-05,23171.0,1000200
2024-06-06,23077.0,1000300
2024-06-07,23030.0,1000400
2024-06-10,23030.0,1000500
2024-06-11,23077.0,1000600
2024-06-12,23171.0,1000700
2024-06-13,23312.0,1000800
2024-06-14,23500.0,1000900
2024-06-17,23265.0,1001000
2024-06-18,23077.0,1001100
2024-06-19,22936.0,1001200
2024-06-20,22842.0,1001300
2024-06-21,22795.0,1001400
2024-06-24,22795.0,1001500
2024-06-25,22842.0,1001600
2024-06-26,22936.0,1001700
2024-06-27,23077.0,1001800
2024-06-28,23265.0,1001900
2024-07-01,23030.0,1002000
2024-07-02,22842.0,1002100
2024-07-03,22701.0,1002200
2024-07-04,22607.0,1002300
2024-07-05,22560.0,1002400
2024-07-08,22560.0,1002500
2024-07-09,22607.0,1002600
2024-07-10,22701.0,1002700
2024-07-11,22842.0,1002800
2024-07-12,23030.0,1002900
2024-07-15,22795.0,1003000
2024-07-16,22607.0,1003100
2024-07-17,22466.0,1003200
2024-07-18,22372.0,1003300
2024-07-19,22325.0,1003400
2024-07-22,22325.0,1003500
2024-07-23,22372.0,1003600
2024-07-24,22466.0,1003700
2024-07-25,22607.0,1003800
2024-07-26,22795.0,1003900
2024-07-29,22560.0,1004000
2024-07-30,22372.0,1004100
2024-07-31,22231.0,1004200
2024-08-01,22137.0,1004300
2024-08-02,22090.0,1004400
2024-08-05,22090.0,1004500
2024-08-06,22137.0,1004600
2024-08-07,22231.0,1004700
2024-08-08,22372.0,1004800
2024-08-09,22560.0,1004900
2024-08-12,22325.0,1005000
2024-08-13,22137.0,1005100
2024-08-14,21996.0,1005200
2024-08-15,21902.0,1005300
2024-08-16,21855.0,1005400
2024-08-19,21855.0,1005500
2024-08-20,21902.0,1005600
2024-08-21,21996.0,1005700
2024-08-22,22137.0,1005800
2024-08-23,22325.0,1005900
2024-08-26,22090.0,1006000
2024-08-27,21902.0,1006100
2024-08-28,21761.0,1006200
2024-08-29,21667.0,1006300
2024-08-30,21620.0,1006400
2024-09-02,21620.0,1006500
2024-09-03,21667.0,1006600
2024-09-04,21761.0,1006700
2024-09-05,21902.0,1006800
2024-09-06,22090.0,1006900
2024-09-09,21855.0,1007000
2024-09-10,21667.0,1007100
2024-09-11,21526.0,1007200
2024-09-12,21432.0,1007300
2024-09-13,21385.0,1007400
2024-09-16,21385.0,1007500
2024-09-17,21432.0,1007600
2024-09-18,21526.0,1007700
2024-09-19,21667.0,1007800
2024-09-20,21855.0,1007900
2024-09-23,21620.0,1008000
2024-09-24,21432.0,1008100
2024-09-25,21291.0,1008200
2024-09-26,21197.0,1008300
2024-09-27,21150.0,1008400
2024-09-30,21150.0,1008500
2024-10-01,21197.0,1008600
2024-10-02,21291.0,1008700
2024-10-03,21432.0,1008800
2024-10-04,21620.0,1008900
2024-10-07,21385.0,1009000
2024-10-08,21197.0,1009100
2024-10-09,21056.0,1009200
2024-10-10,20962.0,1009300
2024-10-11,20915.0,1009400
2024-10-14,20915.0,1009500
2024-10-15,20962.0,1009600
2024-10-16,21056.0,1009700
2024-10-17,21197.0,1009800
2024-10-18,21385.0,1009900
2024-10-21,21150.0,1010000
2024-10-22,20962.0,1010100
2024-10-23,20821.0,1010200
2024-10-24,20727.0,1010300
2024-10-25,20680.0,1010400
2024-10-28,20680.0,1010500
2024-10-29,20727.0,1010600
2024-10-30,20821.0,1010700
2024-10-31,20962.0,1010800
2024-11-01,21150.0,1010900
2024-11-04,20915.0,1011000
2024-11-05,20727.0,1011100
2024-11-06,20586.0,1011200
2024-11-07,20492.0,1011300
2024-11-08,20445.0,1011400
2024-11-11,20445.0,1011500
2024-11-12,20492.0,1011600
2024-11-13,20586.0,1011700
2024-11-14,20727.0,1011800
2024-11-15,20915.0,1011900
2024-11-18,20680.0,1012000
2024-11-19,20492.0,1012100
2024-11-20,20351.0,1012200
2024-11-21,20257.0,1012300
2024-11-22,20210.0,1012400
