Date,Close,Volume
2024-06-03,1600.0,1000000
2024-06-04,1587.2,1000100
2024-06-05,1577.6000000000001,1000200
2024-06-06,1571.2,1000300
2024-06-07,1568.0,1000400
2024-06-10,1568.0,1000500
2024-06-11,1571.2,1000600
2024-06-12,1577.6000000000001,1000700
2024-06-13,1587.2,1000800
2024-06-14,1600.0,1000900
2024-06-17,1584.0,1001000
2024-06-18,1571.2,1001100
2024-06-19,1561.6000000000001,1001200
2024-06-20,1555.2,1001300
2024-06-21,1552.0,1001400
2024-06-24,1552.0,1001500
2024-06-25,1555.2,1001600
2024-06-26,1561.6000000000001,1001700
2024-06-27,1571.2,1001800
2024-06-28,1584.0,1001900
2024-07-01,1568.0,1002000
2024-07-02,1555.2,1002100
2024-07-03,1545.6000000000001,1002200
2024-07-04,1539.2,1002300
2024-07-05,1536.0,1002400
2024-07-08,1536.0,1002500
2024-07-09,1539.2,1002600
2024-07-10,1545.6000000000001,1002700
2024-07-11,1555.2,1002800
2024-07-12,1568.0,1002900
2024-07-15,1552.0,1003000
2024-07-16,1539.2,1003100
2024-07-17,1529.6000000000001,1003200
2024-07-18,1523.2,1003300
2024-07-19,1520.0,1003400
2024-07-22,1520.0,1003500
2024-07-23,1523.2,1003600
2024-07-24,1529.6000000000001,1003700
2024-07-25,1539.2,1003800
2024-07-26,1552.0,1003900
2024-07-29,1536.0,1004000
2024-07-30,1523.2,1004100
2024-07-31,1513.6000000000001,1004200
2024-08-01,1507.2,1004300
2024-08-02,1504.0,1004400
2024-08-05,1504.0,1004500
2024-08-06,1507.2,1004600
2024-08-07,1513.6000000000001,1004700
2024-08-08,1523.2,1004800
2024-08-09,1536.0,1004900
2024-08-12,1520.0,1005000
2024-08-13,1507.2,1005100
2024-08-14,1497.6000000000001,1005200
2024-08-15,1491.2,1005300
2024-08-16,1488.0,1005400
2024-08-19,1488.0,1005500
2024-08-20,1491.2,1005600
2024-08-21,1497.6000000000001,1005700
2024-08-22,1507.2,1005800
2024-08-23,1520.0,1005900
2024-08-26,1504.0,1006000
2024-08-27,1491.2,1006100
2024-08-28,1481.6000000000001,1006200
2024-08-29,1475.2,1006300
2024-08-30,1472.0,1006400
2024-09-02,1472.0,1006500
2024-09-03,1475.2,1006600
2024-09-04,1481.6000000000001,1006700
2024-09-05,1491.2,1006800
2024-09-06,1504.0,1006900
2024-09-09,1488.0,1007000
2024-09-10,1475.2,1007100
2024-09-11,1465.6000000000001,1007200
2024-09-12,1459.2,1007300
2024-09-13,1456.0,1007400
2024-09-16,1456.0,1007500
2024-09-17,1459.2,1007600
2024-09-18,1465.6000000000001,1007700
2024-09-19,1475.2,1007800
2024-09-20,1488.0,1007900
2024-09-23,1472.0,1008000
2024-09-24,1459.2,1008100
2024-09-25,1449.6000000000001,1008200
2024-09-26,1443.2,1008300
2024-09-27,1440.0,1008400
2024-09-30,1440.0,1008500
2024-10-01,1443.2,1008600
2024-10-02,1449.6000000000001,1008700
2024-10-03,1459.2,1008800
2024-10-04,1472.0,1008900
2024-10-07,1456.0,1009000
2024-10-08,1443.2,1009100
2024-10-09,1433.6000000000001,1009200
2024-10-10,1427.2,1009300
2024-10-11,1424.0,1009400
2024-10-14,1424.0,1009500
2024-10-15,1427.2,1009600
2024-10-16,1433.6000000000001,1009700
2024-10-17,1443.2,1009800
2024-10-18,1456.0,1009900
2024-10-21,1440.0,1010000
2024-10-22,1427.2,1010100
2024-10-23,1417.6000000000001,1010200
2024-10-24,1411.2,1010300
2024-10-25,1408.0,1010400
2024-10-28,1408.0,1010500
2024-10-29,1411.2,1010600
2024-10-30,1417.6000000000001,1010700
2024-10-31,1427.2,1010800
2024-11-01,1440.0,1010900
2024-11-04,1424.0,1011000
2024-11-05,1411.2,1011100
2024-11-06,1401.6000000000001,1011200
2024-11-07,1395.2,1011300
2024-11-08,1392.0,1011400
2024-11-11,1392.0,1011500
2024-11-12,1395.2,1011600
2024-11-13,1401.6000000000001,1011700
2024-11-14,1411.2,1011800
2024-11-15,1424.0,1011900
2024-11-18,1408.0,1012000
2024-11-19,1395.2,1012100
2024-11-20,1385.6000000000001,1012200
2024-11-21,1379.2,1012300
