Date,Close,Volume
2024-06-03,2800.0,1000000
2024-06-04,2777.6,1000100
2024-06-05,2760.7999999999997,1000200
2024-06-06,2749.6,1000300
2024-06-07,2744.0,1000400
2024-06-10,2744.0,1000500
2024-06-11,2749.6,1000600
2024-06-12,2760.7999999999997,1000700
2024-06-13,2777.6,1000800
2024-06-14,2800.0,1000900
2024-06-17,2772.0,1001000
2024-06-18,2749.6,1001100
2024-06-19,2732.7999999999997,1001200
2024-06-20,2721.6,1001300
2024-06-21,2716.0,1001400
2024-06-24,2716.0,1001500
2024-06-25,2721.6,1001600
2024-06-26,2732.7999999999997,1001700
2024-06-27,2749.6,1001800
2024-06-28,2772.0,1001900
2024-07-01,2744.0,1002000
2024-07-02,2721.6,1002100
2024-07-03,2704.7999999999997,1002200
2024-07-04,2693.6,1002300
2024-07-05,2688.0,1002400
2024-07-08,2688.0,1002500
2024-07-09,2693.6,1002600
2024-07-10,2704.7999999999997,1002700
2024-07-11,2721.6,1002800
2024-07-12,2744.0,1002900
2024-07-15,2716.0,1003000
2024-07-16,2693.6,1003100
2024-07-17,2676.7999999999997,1003200
2024-07-18,2665.6,1003300
2024-07-19,2660.0,1003400
2024-07-22,2660.0,1003500
2024-07-23,2665.6,1003600
2024-07-24,2676.7999999999997,1003700
2024-07-25,2693.6,1003800
2024-07-26,2716.0,1003900
2024-07-29,2688.0,1004000
2024-07-30,2665.6,1004100
2024-07-31,2648.7999999999997,1004200
2024-08-01,2637.6,1004300
2024-08-02,2632.0,1004400
2024-08-05,2632.0,1004500
2024-08-06,2637.6,1004600
2024-08-07,2648.7999999999997,1004700
2024-08-08,2665.6,1004800
2024-08-09,2688.0,1004900
2024-08-12,2660.0,1005000
2024-08-13,2637.6,1005100
2024-08-14,2620.7999999999997,1005200
2024-08-15,2609.6,1005300
2024-08-16,2604.0,1005400
2024-08-19,2604.0,1005500
2024-08-20,2609.6,1005600
2024-08-21,2620.7999999999997,1005700
2024-08-22,2637.6,1005800
2024-08-23,2660.0,1005900
2024-08-26,2632.0,1006000
2024-08-27,2609.6,1006100
